City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
535,Kudat,MY,84.29,Clouds,6.8837,116.8477,Dream Garden Hotel
536,Boyolangu,ID,86.67,Clouds,-8.1181,111.8935,Yos ega cv
537,Itarema,BR,77.34,Clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
541,Callaguip,PH,87.82,Clouds,18.0714,120.4867,Pangil Beach Resort
547,Bangassou,CF,75.83,Clouds,4.7413,22.8184,
548,Bundaberg,AU,85.21,Clouds,-24.85,152.35,Takalvan Motel
549,Sibolga,ID,82.56,Clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
551,Port Keats,AU,85.53,Rain,-14.25,129.55,TDC Village (Hundred Man Camp)
560,Channarayapatna,IN,80.56,Clouds,12.9044,76.3917,Ideal bakery
564,Sorong,ID,84.56,Clouds,-0.8833,131.25,Waigo Splash Hotel
565,Sompeta,IN,80.64,Clouds,18.9333,84.6,Netaji's Home
567,Wattegama,LK,88.03,Clear,6.7989,81.4808,
571,San Andres,CO,80.62,Clouds,12.5847,-81.7006,Hotel Arena Blanca
575,Gizo,SB,82.6,Clouds,-8.103,156.8419,Imagination Island
578,Padang,ID,84.25,Clouds,-0.9492,100.3543,Mercure Padang
580,Isla Mujeres,MX,78.85,Clear,21.2311,-86.731,Hotel La Joya Isla Mujeres
581,Camocim,BR,75.69,Clouds,-2.9022,-40.8411,Ilha Praia Hotel
585,The Valley,AI,76.82,Clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
589,Touros,BR,77.9,Clouds,-5.1989,-35.4608,INN NEW HORIZON
591,Mtwara,TZ,81.23,Clouds,-10.2667,40.1833,TIL Hotels Mtwara
595,Pitimbu,BR,77.59,Clouds,-7.4706,-34.8086,Reserva do Abiaí
597,Kotaparh,IN,76.93,Clouds,19.15,82.35,Atul Pattnaik
602,Watsa,CD,75.43,Clouds,3.0372,29.5355,Hôtel Le Pacifique
604,Denpasar,ID,85.71,Clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
615,Bac Lieu,VN,86.95,Clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
620,Gewane,ET,77.2,Clouds,10.1664,40.6453,እንደገና ገዋኔ ሞቴል
624,Sambava,MG,83.95,Clouds,-14.2667,50.1667,Melrose
625,Sri Aman,MY,89.65,Clouds,1.2376,111.4621,Seri Simanggang Hotel
627,Inhambane,MZ,83.16,Clear,-23.865,35.3833,Oceano
628,Sai Buri,TH,83.91,Clouds,6.7013,101.6168,ร้าน​ เวดดิ้ง
629,Gambela,ET,87.87,Clouds,8.25,34.5833,Solomon Debebe Hotel
630,Alice Springs,AU,80.15,Clouds,-23.7,133.8833,Desert Palms Alice Springs
631,Manado,ID,79.57,Clouds,1.487,124.8455,Aryaduta Hotel
636,Mersing,MY,85.91,Clouds,2.4312,103.8405,Timotel Hotel
641,Launceston,AU,76.64,Clear,-41.45,147.1667,Hotel Grand Chancellor Launceston
644,Bosaso,SO,75.18,Clouds,11.2842,49.1816,Red Sea Hotel
646,Rio Tuba,PH,82.89,Clouds,8.5061,117.4317,Jjas Pension House
659,Cuamba,MZ,77.95,Clouds,-14.8031,36.5372,Hotel Vision
661,Kilindoni,TZ,81.84,Clouds,-7.9139,39.6668,Bustani B&B
665,Srivardhan,IN,78.42,Clouds,18.0333,73.0167,Savli Resort/Hotel - Shrivardhan
666,Bodden Town,KY,77.0,Clouds,19.2833,-81.25,Will T Place
669,Bandarbeyla,SO,78.21,Clear,9.4942,50.8122,JABIR HOTEL
670,Tiarei,PF,82.42,Rain,-17.5333,-149.3333,Le Rocher de Tahiti
694,Auki,SB,75.97,Clouds,-8.7676,160.7034,Auki Motel
702,Malakal,SS,81.39,Clouds,9.5334,31.6605,Nile Palace Hotel
708,Barreirinha,BR,75.15,Clouds,-2.7933,-57.07,Hotel e Restaurante Tupana Iwato
718,Santa Marta,CO,80.65,Clear,11.2408,-74.199,Casa de Isabella
720,Bima,ID,84.61,Clouds,-8.4667,118.7167,Lambitu Hotel
721,La Primavera,CO,79.05,Clouds,5.4906,-70.4092,La Riviera Hotel Colonial
728,Mitsamiouli,KM,84.49,Rain,-11.3847,43.2844,Foyer ADM
732,Puerto Colombia,CO,78.89,Clear,10.9878,-74.9547,Hotel El Emigrante
734,Palasa,IN,80.78,Clouds,18.7667,84.4167,Balaji tifen & meals veg & non veg hotel
738,Sampit,ID,88.25,Clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
744,Kieta,PG,82.02,Clouds,-6.2167,155.6333,Uruna Bay Retreat
746,Meulaboh,ID,84.99,Clouds,4.1363,96.1285,Kost Pria
761,Ugoofaaru,MV,81.3,Clouds,5.6667,73.0,Ungoofaaru Inn
762,Formosa,AR,75.18,Clear,-26.1775,-58.1781,Hotel Portal del Sol
770,Dangriga,BZ,78.98,Clouds,16.9692,-88.2321,Chaleanor Hotel
782,Ponnani,IN,85.32,Clouds,10.767,75.9252,Rouba Residency
786,Maragogi,BR,77.58,Clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
788,Labuhan,ID,85.59,Clouds,-6.8844,112.2051,DoubleFAG
790,Carutapera,BR,76.24,Clouds,-1.195,-46.02,Lidera
791,Ranong,TH,89.53,Clouds,9.9658,98.6348,Tinidee Hotel@Ranong
793,Cap Malheureux,MU,83.46,Clouds,-19.9842,57.6142,Pereybere Hotel & Spa
801,Marang,MY,85.93,Clouds,5.2056,103.2059,DBarakah Homestay
806,Quatre Cocos,MU,83.08,Rain,-20.2078,57.7625,Sunrise Attitude Hotel
808,Ambovombe,MG,81.36,Clear,-25.1667,46.0833,RELAHARA
812,Salinopolis,BR,77.25,Clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
816,Lashio,MM,76.53,Clear,22.9333,97.75,Hotel CF Lashio - Burmese Only
818,Hluti,SZ,75.74,Clouds,-27.2167,31.6167,
819,Kipini,KE,80.89,Rain,-2.5257,40.5262,Delta Sea Mall
825,Manjacaze,MZ,84.13,Clear,-24.7117,33.8828,Hotel Gani
826,Charters Towers,AU,83.57,Clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
829,Tual,ID,83.91,Clouds,-5.6667,132.75,Grand Vilia Hotel
833,Teknaf,BD,78.53,Clear,20.8624,92.3058,Forestry Guesthouse
835,Anloga,GH,79.02,Clear,5.7947,0.8973,Pin Drop Hotel
838,Varkkallai,IN,89.38,Clouds,8.7341,76.7067,Hindustan Beach Retreat
843,Lufilufi,WS,80.38,Clouds,-13.8745,-171.5986,Leuaina Beach Resort and Spa
851,Kavaratti,IN,79.23,Clear,10.5669,72.642,Hotels in Lakshadweep Islands
852,Conakry,GN,77.07,Mist,9.538,-13.6773,Riviera Royal Hotel
853,Pagudpud,PH,87.76,Clouds,18.5616,120.7868,Saud Beach Resort and Hotel - 2
858,Prachuap Khiri Khan,TH,85.69,Clouds,12.2167,99.75,ผกากรองรีสอร์ท
864,Tiko,CM,75.04,Clouds,4.0745,9.3699,3813 Hotel Tiko
868,Tiruvannamalai,IN,84.9,Clouds,12.2167,79.0667,Hotel Aakash
869,Kokopo,PG,83.97,Clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
871,Belmonte,BR,75.7,Clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
880,Trincomalee,LK,79.09,Clear,8.5711,81.2335,Welcombe Hotel
887,Kottagudem,IN,80.19,Clouds,17.55,80.6333,Hotel Surya Palace
890,Amahai,ID,87.55,Clouds,-3.3333,128.9167,HOTEL ISABELA
891,Kribi,CM,77.79,Rain,2.95,9.9167,La Grace Hôtel
894,Magugu,TZ,76.5,Clouds,-4.0167,35.7667,
905,Sola,VU,81.41,Clouds,-13.8833,167.55,Leumerus Bungalows
916,Witu,KE,80.76,Rain,-2.3889,40.4382,
917,Katobu,ID,89.78,Clouds,-4.9408,122.5276,La Ode Husein
920,Fare,PF,80.6,Clear,-16.7,-151.0167,Maitai Lapita Village Huahine
921,Bagotville,AU,75.22,Clouds,-28.9833,153.4167,Broadwater Sunrise Caravan Park
923,Tsiroanomandidy,MG,76.69,Clouds,-18.7667,46.0333,Hotel Ravinala
924,Nisia Floresta,BR,80.98,Clouds,-6.0911,-35.2086,Rancho Crepusculo
930,Sao Jose Da Coroa Grande,BR,78.15,Clouds,-8.8978,-35.1478,Crôa Mares Hotel
935,Manggar,ID,84.31,Clouds,-2.8833,108.2667,Guest Hotel
945,Lagos,NG,79.12,Clear,6.5833,3.75,
946,Banda Aceh,ID,86.41,Clouds,5.5577,95.3222,Sulthan Hotel International
948,Olinda,BR,80.33,Clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
955,Buala,SB,80.47,Rain,-8.145,159.5921,Maringe Lagoon Lodge
961,Kawalu,ID,88.92,Clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
962,Kalmunai,LK,81.88,Clear,7.4167,81.8167,VS Villa
